"","Symbol","ID","Gene Type","CM tissueType","CM cancerType","CM cellType","CM cellName","unique","p-val","unique-fcs","total-fcs","stat"
"ENSG00000238013.1","AC109583.1",NA,"processed_pseudogene","","","","","No",7.44e-06,2.65,5.73,"0.87"
"ENSG00000233685.1","OR6L1P",NA,"unprocessed_pseudogene","","","","","No",1.86e-10,1.84,4.43,"0.87"
"ENSG00000271763.1","AC091544.5",NA,"antisense","","","","","No",2.67e-15,2.11,4.3,"0.85"
"ENSG00000250345.2","AC104090.1",NA,"processed_pseudogene","","","","","No",3.34e-06,1.68,4.35,"0.85"
"ENSG00000252951.1","RNA5SP165",NA,"rRNA_pseudogene","","","","","No",2.83e-06,2.21,5.04,"0.85"
"ENSG00000244232.3","RN7SL698P",NA,"misc_RNA","","","","","No",3.64e-08,1.9,4.76,"0.84"
"ENSG00000212620.1","RF00072",NA,"snoRNA","","","","","No",2.6e-06,4.87,6.78,"0.84"
"ENSG00000279411.1","AC090643.2",NA,"TEC","","","","","No",9.73e-06,3.71,5.59,"0.84"
"ENSG00000278301.1","GRAMD4P3",NA,"processed_pseudogene","","","","","No",2.63e-21,3.89,6.53,"0.83"
"ENSG00000281720.1","DUX4L8",NA,"unprocessed_pseudogene","","","","","No",8.82e-06,2.68,5.14,"0.83"
"ENSG00000273350.1","AC004832.5",NA,"sense_intronic","","","","","No",5.18e-14,1.56,3.64,"0.82"
"ENSG00000253966.1","AC008514.2",NA,"processed_pseudogene","","","","","No",0.00106,1.25,3.42,"0.81"
"ENSG00000222921.1","RNA5SP104",NA,"rRNA_pseudogene","","","","","No",2.02e-08,2.48,5.92,"0.81"
"ENSG00000268391.1","MTCO3P42",NA,"processed_pseudogene","","","","","No",0.00797,2.11,5.25,"0.81"
"ENSG00000270444.1","AZU1P1",NA,"processed_pseudogene","","","","","No",0.00171,3.74,4.92,"0.81"
"ENSG00000280757.1","DUX4L1",NA,"unprocessed_pseudogene","","","","","No",0.000105,2.62,4.95,"0.8"
"ENSG00000237207.2","RBM17P3",NA,"processed_pseudogene","","","","","No",5.6e-10,2.9,5.39,"0.8"
"ENSG00000275956.1","AC104446.1",NA,"processed_pseudogene","","","","","No",1.87e-10,0.45,3.05,"0.79"
"ENSG00000206935.1","RNU6-514P",NA,"snRNA","","","","","No",0.000509,1.49,4.91,"0.78"
"ENSG00000279852.1","AC083964.2",NA,"TEC","","","","","No",2.31e-15,2.33,4.24,"0.78"
"ENSG00000252431.1","RNU6-1247P",NA,"snRNA","","","","","No",1.21e-05,2.66,5.38,"0.78"
"ENSG00000258834.4","DUX4L4",NA,"unprocessed_pseudogene","","","","","No",5.28e-06,2.97,4.96,"0.78"
"ENSG00000220392.1","FCF1P5",NA,"processed_pseudogene","","","","","No",1.26e-13,2.13,5.3,"0.78"
"ENSG00000237963.1","AL441964.1",NA,"processed_pseudogene","","","","","No",0.00452,1.46,3.4,"0.77"
"ENSG00000202184.1","RNU6-1283P",NA,"snRNA","","","","","No",1.42e-08,2.18,5.76,"0.77"
"ENSG00000267491.1","AC100788.1",NA,"antisense","","","","","No",1.36e-05,0.85,4.27,"0.76"
"ENSG00000255417.1","MTCO2P15",NA,"processed_pseudogene","","","","","No",1.74e-14,3.07,5.72,"0.75"
"ENSG00000283343.1","MIR4320","100422865","miRNA","","","","","No",7.05e-09,3.97,6.09,"0.75"
"ENSG00000278935.1","AC087386.2",NA,"TEC","","","","","No",3.07e-08,2.04,4.49,"0.74"
"ENSG00000258991.1","DUX4L19",NA,"unprocessed_pseudogene","","","","","No",5.17e-05,3.26,5.3,"0.74"
"ENSG00000253020.2","RN7SKP40",NA,"misc_RNA","","","","","No",0.000256,2.06,5.28,"0.74"
"ENSG00000222609.1","RNU4-69P",NA,"snRNA","","","","","No",6.63e-07,2.78,5.07,"0.73"
"ENSG00000263723.1","RF00157",NA,"snoRNA","","","","","No",1.5e-13,4.05,5.72,"0.73"
"ENSG00000258567.1","DUX4L16",NA,"unprocessed_pseudogene","","","","","No",0.000158,4.03,5.83,"0.72"
"ENSG00000279340.1","AC090617.7",NA,"TEC","","","","","No",3.79e-10,2.42,5.09,"0.72"
"ENSG00000282757.2","DUXB","100033411","protein_coding","","","","","No",0.000117,1.54,4.16,"0.72"
"ENSG00000225959.1","MTND4P3",NA,"unprocessed_pseudogene","","","","","No",7.91e-05,2.66,4.46,"0.71"
"ENSG00000234557.2","PPIAP90",NA,"processed_pseudogene","","","","","No",6.25e-08,1.26,2.67,"0.7"
"ENSG00000252122.1","RF00598",NA,"snoRNA","","","","","No",1.02e-05,2.33,4.6,"0.7"
"ENSG00000204446.4","C9orf170","401535","lincRNA","","","","","No",0.00285,1.36,3.2,"0.7"
"ENSG00000281058.1","DUX4L6",NA,"unprocessed_pseudogene","","","","","No",1.81e-05,2.71,4.91,"0.69"
"ENSG00000237628.2","MTCO2P19",NA,"processed_pseudogene","","","","","No",4.15e-12,2.23,4.92,"0.68"
"ENSG00000223890.1","AC008171.1",NA,"processed_pseudogene","","","","","No",0.000273,1.47,4.48,"0.68"
"ENSG00000261199.1","UBE2FP2",NA,"processed_pseudogene","","","","","No",0.00286,2.2,3.79,"0.67"
"ENSG00000273454.1","AC112503.2",NA,"lincRNA","","","","","No",0.00629,0.86,2.79,"0.67"
"ENSG00000196844.8","PATE2","399967","protein_coding","","","","","No",7.43e-06,1.88,4.68,"0.67"
"ENSG00000238493.1","RNU6-221P",NA,"snRNA","","","","","No",0.00506,5.03,6.03,"0.67"
"ENSG00000252032.1","RNU6-1281P",NA,"snRNA","","","","","No",6.28e-05,2.58,5.3,"0.66"
"ENSG00000252262.1","RNA5SP61",NA,"rRNA_pseudogene","","","","","No",1.32e-05,3.1,5.45,"0.66"
"ENSG00000259505.1","AC009268.1",NA,"processed_pseudogene","","","","","No",5.06e-13,2.22,5.15,"0.66"
"ENSG00000226552.2","BX284613.1",NA,"processed_pseudogene","","","","","No",3.64e-05,2.35,5.32,"0.65"
"ENSG00000280269.1","AP000577.1",NA,"TEC","","","","","No",2.42e-10,1.26,4.14,"0.64"
"ENSG00000201140.1","RN7SKP128",NA,"misc_RNA","","","","","No",1.85e-05,2.51,5.82,"0.64"
"ENSG00000176951.6","OR51N1P",NA,"unprocessed_pseudogene","","","","","No",1.88e-20,5.67,6.71,"0.64"
"ENSG00000202508.1","RF00019",NA,"misc_RNA","","","","","No",1.3e-05,2.12,4.52,"0.63"
"ENSG00000213158.6","GAPDHP36",NA,"processed_pseudogene","","","","","No",0.00877,2.02,3.68,"0.63"
"ENSG00000271314.1","AL161729.2",NA,"antisense","","","","","No",0.00563,0.95,4.1,"0.62"
"ENSG00000216035.1","MIR938","100126327","miRNA","","","","","No",2.34e-38,4.28,6.16,"0.62"
"ENSG00000250860.1","AC093225.1",NA,"processed_pseudogene","","","","","No",2.72e-21,3.13,5.68,"0.62"
"ENSG00000257792.1","OR5BJ1P",NA,"unprocessed_pseudogene","","","","","No",2.51e-06,2.35,5.62,"0.61"
"ENSG00000264005.1","MIR4314","100422983","miRNA","","","","","No",0.00177,3.42,4.67,"0.61"
"ENSG00000232793.2","DNAJC19P8",NA,"processed_pseudogene","","","","","No",0.00861,1.73,4.13,"0.61"
"ENSG00000232163.2","RPLP1P13",NA,"processed_pseudogene","","","","","No",0.000251,1.2,3.37,"0.6"
"ENSG00000230946.3","HNRNPA1P68",NA,"processed_pseudogene","","","","","No",8.55e-18,1.95,4.98,"0.6"
"ENSG00000281426.1","MIR548BB","103504735","miRNA","","","","","No",7.57e-05,3.54,5.77,"0.6"
"ENSG00000101182.14","PSMA7","5688","protein_coding","","","","","No",1.37e-05,-0.8,-2.3,"0.6"
"ENSG00000151465.13","CDC123","8872","protein_coding","","","","","No",4.36e-06,-0.52,-1.56,"0.59"
"ENSG00000252554.1","RNU6-861P",NA,"snRNA","","","","","No",8.25e-06,2.99,5.51,"0.59"
"ENSG00000280354.1","AC073592.9",NA,"TEC","","","","","No",3.32e-07,2.14,4.64,"0.57"
"ENSG00000270093.1",NA,NA,"","","","","","No",3.6e-05,1.14,3,"0.57"
"ENSG00000283125.1","AC022726.2",NA,"antisense","","","","","No",2.01e-15,3.27,5.71,"0.56"
"ENSG00000240265.1","AC099328.1",NA,"processed_pseudogene","","","","","No",0.000487,1.94,4.65,"0.55"
"ENSG00000253074.1","RNU6-586P",NA,"snRNA","","","","","No",0.00962,4.88,5.75,"0.55"
"ENSG00000263533.1","MIR4463","100616389","miRNA","","","","","No",0.00115,3.15,4.76,"0.54"
"ENSG00000267705.1","AC104365.3",NA,"lincRNA","","","","","No",7.17e-06,1.28,2.48,"0.54"
"ENSG00000276500.1","BMS1P14",NA,"lincRNA","","","","","No",1.08e-10,2.32,4.04,"0.53"
"ENSG00000221783.1","MIR1183","100302122","miRNA","","","","","No",0.000562,1.95,4.98,"0.53"
"ENSG00000263389.1","MIR3973","100616311","miRNA","","","","","No",0.000732,2.15,5.66,"0.53"
"ENSG00000270936.1","AL034351.1",NA,"processed_pseudogene","","","","","No",0.00463,1.97,5.01,"0.52"
"ENSG00000252960.1","RN7SKP258",NA,"misc_RNA","","","","","No",6.84e-12,4.03,6.1,"0.51"
"ENSG00000228828.1","TLK2P2",NA,"processed_pseudogene","","","","","No",3.72e-06,1.18,4.08,"0.51"
"ENSG00000273377.1","OR2Q1P",NA,"unprocessed_pseudogene","","","","","No",0.000284,3.05,5.41,"0.51"
"ENSG00000252079.1","RNU6-327P",NA,"snRNA","","","","","No",0.000207,1.46,3.23,"0.5"
"ENSG00000226056.1","MTND4P32",NA,"processed_pseudogene","","","","","No",7.03e-20,2.27,5.73,"0.5"
"ENSG00000275567.1","AC008250.2",NA,"sense_intronic","","","","","No",3.19e-05,1.98,3.82,"0.5"
"ENSG00000238832.1","RF01233",NA,"snoRNA","","","","","No",3.21e-07,1.76,3.34,"0.49"
"ENSG00000258848.1","GRAMD4P6",NA,"processed_pseudogene","","","","","No",0.00742,2.68,4.56,"0.49"
"ENSG00000264539.1","MIR548AR","100847035","miRNA","","","","","No",0.000232,1.23,2.7,"0.48"
"ENSG00000251796.1","RF00156",NA,"snoRNA","","","","","No",0.000531,3.76,4.76,"0.48"
"ENSG00000267764.1","AC093567.1",NA,"antisense","","","","","No",9.45e-12,1.51,4.19,"0.48"
"ENSG00000266693.1","OR4K8P",NA,"unprocessed_pseudogene","","","","","No",0.000337,4.32,6.5,"0.48"
"ENSG00000240813.2","AC015908.1",NA,"processed_pseudogene","","","","","No",0.000438,1.97,3.75,"0.47"
"ENSG00000237645.1","AC092967.1",NA,"processed_pseudogene","","","","","No",0.00157,2.29,5.74,"0.47"
"ENSG00000262180.1","OCLM","10896","protein_coding","","","","","No",1.78e-18,1.43,3.32,"0.47"
"ENSG00000206859.1","RNU6-767P",NA,"snRNA","","","","","No",0.000826,1.62,4.56,"0.47"
"ENSG00000207401.1","RF00019",NA,"misc_RNA","","","","","No",7.4e-06,1.88,5.42,"0.46"
"ENSG00000215952.1","MIR921","100126349","miRNA","","","","","No",6.4e-06,2.45,5.3,"0.46"
"ENSG00000272518.1","AC036214.2",NA,"sense_intronic","","","","","No",1.24e-07,1.45,2.85,"0.46"
"ENSG00000222691.1","RNU6-733P",NA,"snRNA","","","","","No",3.09e-05,2.4,5.19,"0.46"
"ENSG00000251925.1","RF00156",NA,"snoRNA","","","","","No",0.000592,3.73,5.17,"0.45"
"ENSG00000243437.3","RN7SL370P",NA,"misc_RNA","","","","","No",0.00456,1.13,4.54,"0.45"
"ENSG00000232846.1","SLC25A6P3",NA,"processed_pseudogene","","","","","No",5.22e-15,2.6,5.11,"0.45"
"ENSG00000280170.1",NA,NA,"","","","","","No",0.00152,1.18,2.77,"0.45"
"ENSG00000263501.1","AC005828.2",NA,"antisense","","","","","No",4.4e-08,1.95,5.37,"0.45"
"ENSG00000227842.1","AC093166.1",NA,"processed_pseudogene","","","","","No",0.00706,1.76,4.67,"0.44"
"ENSG00000267269.1","AC010776.1",NA,"antisense","","","","","No",3.21e-06,3.23,5.65,"0.44"
"ENSG00000249518.1","AC011352.2",NA,"processed_pseudogene","","","","","No",0.00549,2.93,5.66,"0.44"
"ENSG00000252158.1","RF00139",NA,"snoRNA","","","","","No",0.00307,4.34,5.25,"0.44"
"ENSG00000269843.1","AC008537.2",NA,"lincRNA","","","","","No",2.61e-07,1.3,2.7,"0.44"
"ENSG00000271901.1","AL161716.1",NA,"lincRNA","","","","","No",0.00437,2.14,3.99,"0.44"
"ENSG00000235940.1","MTND1P21",NA,"processed_pseudogene","","","","","No",2.72e-11,2.15,5.1,"0.43"
"ENSG00000231402.1","WASF5P",NA,"processed_pseudogene","","","","","No",3.34e-07,2.42,4.4,"0.43"
"ENSG00000266965.1","AC090220.1",NA,"sense_intronic","","","","","No",3.61e-27,2.65,5.62,"0.42"
"ENSG00000280457.1","DUX4L2",NA,"unprocessed_pseudogene","","","","","No",1.31e-06,2.69,5,"0.42"
"ENSG00000270776.1","AC012443.1",NA,"processed_pseudogene","","","","","No",1.95e-07,2.38,5.29,"0.42"
"ENSG00000239553.3","RN7SL12P",NA,"misc_RNA","","","","","No",1.31e-05,2.18,4.52,"0.41"
"ENSG00000223349.1","KLF2P3",NA,"processed_pseudogene","","","","","No",1.86e-05,2.63,4.65,"0.41"
"ENSG00000272963.1","OR7A19P",NA,"unprocessed_pseudogene","","","","","No",0.000129,1.49,5.25,"0.41"
"ENSG00000252800.1","RF00601",NA,"scaRNA","","","","","No",7.64e-07,2.07,5.05,"0.4"
"ENSG00000278146.1","AC012409.4",NA,"lincRNA","","","","","No",2.01e-12,2.69,4.2,"0.39"
"ENSG00000226878.2","GSTM3P2",NA,"processed_pseudogene","","","","","No",1.88e-21,3.05,5.96,"0.39"
"ENSG00000281627.1","DUX4L3",NA,"unprocessed_pseudogene","","","","","No",6.73e-05,2.7,4.86,"0.39"
"ENSG00000270585.1","AL445435.1",NA,"processed_pseudogene","","","","","No",4.42e-16,1.93,4.8,"0.39"
"ENSG00000277143.1","AC074276.2",NA,"processed_pseudogene","","","","","No",3.81e-06,1.1,4.06,"0.38"
"ENSG00000201371.1","RF00019",NA,"misc_RNA","","","","","No",9.6e-09,2.32,5.33,"0.38"
"ENSG00000199831.1","RN7SKP291",NA,"misc_RNA","","","","","No",1.76e-08,2.49,6.31,"0.38"
"ENSG00000277769.1","RBM22P4",NA,"processed_pseudogene","","","","","No",0.00111,1.31,4.77,"0.37"
"ENSG00000248843.1","AL645949.2",NA,"processed_pseudogene","","","","","No",5.44e-05,1.73,4.52,"0.37"
"ENSG00000225124.1","RPL23AP36",NA,"processed_pseudogene","","","","","No",7.44e-17,2.12,4.76,"0.36"
"ENSG00000232583.1","GPR143P",NA,"unprocessed_pseudogene","","","","","No",9.37e-05,1.7,3.83,"0.36"
"ENSG00000280115.1","AC136603.1",NA,"TEC","","","","","No",3.71e-09,1.51,5.01,"0.36"
"ENSG00000254843.1","XIAPP2",NA,"processed_pseudogene","","","","","No",1.05e-11,1.61,5.03,"0.35"
"ENSG00000270130.1","AC068790.7",NA,"sense_intronic","","","","","No",1.67e-08,1.63,3.82,"0.35"
"ENSG00000260764.1","AC007224.1",NA,"processed_pseudogene","","","","","No",0.00253,1.96,4.48,"0.35"
"ENSG00000283647.1","AL512643.1",NA,"antisense","","","","","No",1.02e-10,2.61,5.39,"0.35"
"ENSG00000224335.2","AC239809.1",NA,"unprocessed_pseudogene","","","","","No",0.00366,1.73,4.77,"0.34"
"ENSG00000251452.2","AC109811.2",NA,"processed_pseudogene","","","","","No",0.00394,2.07,4.67,"0.34"
"ENSG00000277803.1","AC099842.1",NA,"processed_pseudogene","","","","","No",0.00203,2.98,5.27,"0.32"
"ENSG00000269662.1","BNIP3P39",NA,"processed_pseudogene","","","","","No",1.87e-07,2.04,4.6,"0.32"
"ENSG00000229029.2","CDCA4P1",NA,"processed_pseudogene","","","","","No",0.00321,1.03,3.11,"0.31"
"ENSG00000269951.1","AC090181.2",NA,"sense_intronic","","","","","No",7.23e-08,1.3,3.21,"0.31"
"ENSG00000232841.1","BRWD1P3",NA,"processed_pseudogene","","","","","No",0.000561,2.69,5.52,"0.31"
"ENSG00000207642.1","MIR571","693156","miRNA","","","","","No",3.45e-11,1.11,3.6,"0.31"
"ENSG00000278790.1","DUX4L12",NA,"unprocessed_pseudogene","","","","","No",6.62e-05,2.72,4.97,"0.31"
"ENSG00000222915.1","RNU6-564P",NA,"snRNA","","","","","No",0.0046,1.24,3.32,"0.31"
"ENSG00000242836.1","MTCO3P35",NA,"unprocessed_pseudogene","","","","","No",0.0018,1.44,4.34,"0.3"
"ENSG00000200065.1","RF00019",NA,"misc_RNA","","","","","No",7.27e-05,2.25,4.6,"0.3"
"ENSG00000217680.1","UBE2V1P15",NA,"processed_pseudogene","","","","","No",6.92e-05,1.8,4.83,"0.3"
"ENSG00000267005.1","AC002984.1",NA,"processed_pseudogene","","","","","No",0.000944,1.52,3.57,"0.29"
"ENSG00000224690.2","UBE2D3P3",NA,"processed_pseudogene","","","","","No",1.01e-08,2.55,4.41,"0.29"
"ENSG00000218549.1","OR4K12P",NA,"unprocessed_pseudogene","","","","","No",0.00311,2.49,4.53,"0.28"
"ENSG00000240097.1","AC104164.2",NA,"processed_pseudogene","","","","","No",8.67e-11,2.21,5.22,"0.28"
"ENSG00000228014.1","ZNF680P1",NA,"processed_pseudogene","","","","","No",2.4e-08,2.11,4.34,"0.28"
"ENSG00000200059.1","RF00019",NA,"misc_RNA","","","","","No",0.00384,1.07,2.65,"0.28"
"ENSG00000232373.2","MTCYBP3",NA,"processed_pseudogene","","","","","No",3.62e-12,1.64,4.74,"0.28"
"ENSG00000268683.1","AC020910.1",NA,"sense_intronic","","","","","No",3.59e-05,1.54,3.97,"0.28"
"ENSG00000278413.1","RF02271",NA,"misc_RNA","","","","","No",4.42e-12,1.97,5.49,"0.28"
"ENSG00000253908.1","AC104115.2",NA,"processed_pseudogene","","","","","No",4.42e-06,1.1,4.15,"0.27"
"ENSG00000224471.2","MTCO3P19",NA,"processed_pseudogene","","","","","No",4.55e-14,2.66,6.11,"0.27"
"ENSG00000278896.1","AC025031.5",NA,"TEC","","","","","No",6.77e-10,1.4,5.06,"0.27"
"ENSG00000276071.1","AC074138.1",NA,"lincRNA","","","","","No",6.76e-13,1.44,3.04,"0.26"
"ENSG00000239486.1","AC091390.3",NA,"unprocessed_pseudogene","","","","","No",6.28e-11,1.44,2.73,"0.26"
"ENSG00000238721.1","RNU7-194P",NA,"snRNA","","","","","No",1.3e-05,2.19,4.92,"0.25"
"ENSG00000279542.1","AC015908.5",NA,"TEC","","","","","No",0.00153,2.05,4.3,"0.25"
"ENSG00000262381.1","MTATP6P24",NA,"unprocessed_pseudogene","","","","","No",3.87e-05,2.38,4.68,"0.25"
"ENSG00000278469.1","RF00017",NA,"misc_RNA","","","","","No",7.35e-05,2.17,4.83,"0.25"
"ENSG00000250886.1","AC010368.1",NA,"processed_pseudogene","","","","","No",5.35e-06,2.56,4,"0.25"
"ENSG00000183791.4","ELOA3","162699","protein_coding","","","","","No",4.17e-10,2.33,5.23,"0.25"
"ENSG00000279237.1","AL161773.1",NA,"TEC","","","","","No",7.73e-52,4.85,6.36,"0.24"
"ENSG00000219592.2","NCSTNP1",NA,"processed_pseudogene","","","","","No",9.73e-06,4.12,5.72,"0.24"
"ENSG00000232857.2","KATNBL1P2",NA,"processed_pseudogene","","","","","No",1.51e-06,2.37,5.42,"0.23"
"ENSG00000279878.1","AP003108.5",NA,"TEC","","","","","No",3.15e-05,1.54,4.15,"0.23"
"ENSG00000227532.1","AC002542.1",NA,"processed_pseudogene","","","","","No",2.43e-08,1.93,5.26,"0.22"
"ENSG00000272559.1","OR51F3P",NA,"unprocessed_pseudogene","","","","","No",1.09e-14,6.23,8.44,"0.22"
"ENSG00000234835.1","PHBP13",NA,"processed_pseudogene","","","","","No",0.00852,1.31,4.03,"0.22"
"ENSG00000275959.1","AC108467.2",NA,"processed_pseudogene","","","","","No",0.00145,4.07,6.18,"0.21"
"ENSG00000252448.1","RF00092",NA,"snoRNA","","","","","No",0.00267,1.24,3.23,"0.21"
"ENSG00000201944.1","RF00139",NA,"snoRNA","","","","","No",1.01e-06,1.61,5.02,"0.21"
"ENSG00000228471.1","AC018865.2",NA,"processed_pseudogene","","","","","No",1.01e-08,4.45,6.74,"0.21"
"ENSG00000242111.1","TOPORSLP",NA,"transcribed_unitary_pseudogene","","","","","No",0.00027,3.44,5.37,"0.21"
"ENSG00000282358.1","AC073488.8",NA,"processed_pseudogene","","","","","No",0.000163,3.42,5.63,"0.2"
"ENSG00000279622.1","AC025280.2",NA,"antisense","","","","","No",0.000123,1.04,3.24,"0.2"
"ENSG00000259217.2","AC068867.1",NA,"unprocessed_pseudogene","","","","","No",7.89e-05,2.79,4.54,"0.19"
"ENSG00000278664.1","DUX4L10",NA,"unprocessed_pseudogene","","","","","No",4.52e-06,3.08,5.09,"0.19"
"ENSG00000227679.1","AL133173.1",NA,"processed_pseudogene","","","","","No",0.00503,2.5,4.88,"0.18"
"ENSG00000281652.1","DUX4L7",NA,"unprocessed_pseudogene","","","","","No",3.21e-06,2.44,4.77,"0.18"
"ENSG00000275174.1","RF00026",NA,"snRNA","","","","","No",0.00475,3.72,5.72,"0.18"
"ENSG00000252994.1","RNU6-1231P",NA,"snRNA","","","","","No",2.04e-09,2.81,4.67,"0.18"
"ENSG00000271509.1","AC018714.1",NA,"processed_pseudogene","","","","","No",3.21e-06,2.48,5.17,"0.17"
"ENSG00000248777.1","AC006499.1",NA,"processed_pseudogene","","","","","No",0.0028,2.02,5.56,"0.17"
"ENSG00000270577.1","AC006023.1",NA,"processed_pseudogene","","","","","No",0.000329,1,4.2,"0.16"
"ENSG00000279734.1","AC090506.2",NA,"TEC","","","","","No",0.00636,1.76,4.38,"0.16"
"ENSG00000231765.1","PPP1R11P2",NA,"processed_pseudogene","","","","","No",1.36e-15,1.43,4.84,"0.15"
"ENSG00000273444.1","AC006023.2",NA,"unprocessed_pseudogene","","","","","No",9.23e-09,0.9,3.6,"0.14"
"ENSG00000257220.1","PRXL2AP1",NA,"processed_pseudogene","","","","","No",0.00145,1.92,4.92,"0.14"
"ENSG00000278870.2","OR51G1","79324","protein_coding","","","","","No",2.27e-13,5.03,6.6,"0.14"
"ENSG00000265093.2","RN7SL246P",NA,"misc_RNA","","","","","No",0.000214,1.39,4.33,"0.14"
"ENSG00000258899.1","OR4U1P",NA,"unprocessed_pseudogene","","","","","No",0.00956,3.56,5.71,"0.14"
"ENSG00000199815.2","RF00560",NA,"snoRNA","","","","","No",9.58e-06,0.99,4.68,"0.13"
"ENSG00000279485.1","AC016734.2",NA,"TEC","","","","","No",1.17e-07,1.53,4.2,"0.13"
"ENSG00000251714.1","RN7SKP67",NA,"misc_RNA","","","","","No",0.0015,1.82,5.18,"0.12"
"ENSG00000270425.1","AC002487.1",NA,"processed_pseudogene","","","","","No",0.00999,2.91,5.43,"0.12"
"ENSG00000280291.1","AC016251.2",NA,"TEC","","","","","No",9.72e-21,2.88,4.87,"0.12"
"ENSG00000250922.1","ATP5F1EP1",NA,"processed_pseudogene","","","","","No",7.33e-05,2.98,4.46,"0.11"
"ENSG00000224727.1","FCF1P7",NA,"processed_pseudogene","","","","","No",3.53e-08,1.02,2.51,"0.1"
"ENSG00000228171.1","AC121251.1",NA,"unprocessed_pseudogene","","","","","No",1.96e-10,2.02,4.73,"0.1"
"ENSG00000280245.1","AC079336.7",NA,"TEC","","","","","No",2.4e-19,2.82,4.74,"0.1"
"ENSG00000267784.1","AC010680.1",NA,"antisense","","","","","No",9.49e-08,2.09,5.12,"0.1"
"ENSG00000272235.1","AL590438.1",NA,"lincRNA","","","","","No",4.41e-06,0.92,2.96,"0.09"
"ENSG00000200114.1","RNA5SP123",NA,"rRNA_pseudogene","","","","","No",0.00438,1.36,4.33,"0.09"
"ENSG00000270480.1","AC073413.1",NA,"processed_pseudogene","","","","","No",0.00345,1.61,3.53,"0.09"
"ENSG00000237731.1","RNGTTP1",NA,"processed_pseudogene","","","","","No",0.00258,2.11,4.02,"0.09"
"ENSG00000267299.1","AC011444.3",NA,"antisense","","","","","No",0.000158,1.01,3,"0.08"
"ENSG00000168002.11","POLR2G","5436","protein_coding","","","","","No",0.000132,-0.77,-2.26,"0.08"
"ENSG00000222784.1","RN7SKP91",NA,"misc_RNA","","","","","No",0.00132,1.38,5.27,"0.08"
"ENSG00000229369.1","AL450263.2",NA,"processed_pseudogene","","","","","No",4e-04,1.35,3.98,"0.07"
"ENSG00000240014.3","RN7SL254P",NA,"misc_RNA","","","","","No",1.73e-05,1.94,4.94,"0.07"
"ENSG00000214254.3","AC136896.1",NA,"processed_pseudogene","","","","","No",0.000178,2.9,6.57,"0.06"
"ENSG00000200294.1","RF00340",NA,"snoRNA","","","","","No",2.76e-06,1.09,4.53,"0.05"
"ENSG00000252914.1","RNU6-789P",NA,"snRNA","","","","","No",5.48e-05,1.77,5.15,"0.05"
"ENSG00000203435.2","E2F3P2",NA,"processed_pseudogene","","","","","No",7.21e-05,1.39,3.38,"0.05"
"ENSG00000222108.1","RNA5SP317",NA,"rRNA_pseudogene","","","","","No",5.35e-06,1.19,2.67,"0.04"
"ENSG00000199360.1","RNU6-1115P",NA,"snRNA","","","","","No",0.00104,2.67,5.02,"0.04"
"ENSG00000232292.1","ALDH7A1P2",NA,"processed_pseudogene","","","","","No",9.81e-12,2.99,5.82,"0.04"
"ENSG00000257128.1","AC006197.1",NA,"processed_pseudogene","","","","","No",8.85e-08,2.61,5.18,"0.04"
"ENSG00000199512.1","RNU6-212P",NA,"snRNA","","","","","No",3.79e-11,2.83,5.61,"0.04"
"ENSG00000207746.1","MIR575","693160","miRNA","","","","","No",0.00516,2.14,5.27,"0.04"
"ENSG00000216813.1","AL358178.1",NA,"processed_pseudogene","","","","","No",4.14e-10,1.85,4.52,"0.03"
"ENSG00000251865.1","RNU6-518P",NA,"snRNA","","","","","No",0.000306,2.14,5.66,"0.03"
"ENSG00000163541.11","SUCLG1","8802","protein_coding","","","","","No",1.76e-05,-0.64,-2.04,"0.03"
"ENSG00000280623.1","PCAT14",NA,"lincRNA","","","","","No",1.67e-09,2.9,5.25,"0.02"
"ENSG00000227163.2","AL139220.1",NA,"processed_pseudogene","","","","","No",0.000195,2.05,4.21,"0.02"
"ENSG00000228937.1","AC005539.1",NA,"processed_pseudogene","","","","","No",0.00383,1.62,4.6,"0.02"
"ENSG00000254931.2","MTATP6P15",NA,"processed_pseudogene","","","","","No",2.55e-10,2.87,5.67,"0.02"
