"baseMean","log2FoldChange","lfcSE","pvalue","padj","overFC"
"ENSG00000278367.1",6988.42771219059,0.00982655332364621,0.139051073639678,0.940377624775331,0.959249784665054,0
"ENSG00000183615.5",5460.00297273503,0.309357086909752,0.134586297197854,0.0156381951501428,0.0347981451536603,1
"ENSG00000169174.10",3970.21945550642,2.70177061213148,0.357236936567961,1.15773343405884e-14,2.15575314685148e-13,1
"ENSG00000139832.4",69923.9863271426,-0.164392818711789,0.14527394398609,0.236404383301787,0.334137541326155,0
"ENSG00000175602.3",164453.172045935,0.531741292175022,0.109687528880515,7.56041307022063e-07,5.38074431311066e-06,1
"ENSG00000173442.12",173378.197411011,0.0761596464532817,0.115188295059915,0.49845660411461,0.600660435799793,0
"ENSG00000187800.13",43749.5679820203,0.783371299115,0.130171208463859,7.1834933275872e-10,8.37381598228244e-09,1
"ENSG00000164104.11",430724.440189308,-0.447725157317132,0.120096939944524,0.000114275759431215,0.000484496588172771,1
"ENSG00000140285.9",7294.03467765354,2.26974323253048,0.206799778016808,1.16354102845825e-28,4.89902871832943e-27,1
"ENSG00000110042.7",248780.413392674,-0.027901260683569,0.154957564926737,0.849634605830072,0.892711661826578,0
"ENSG00000282413.1",5482.49367297425,0.239322327069059,0.259730801057668,0.295420452749086,0.398579007048976,1
"ENSG00000104814.12",22829.9153440449,0.78353509592265,0.106834533401636,9.1679032886832e-14,1.58666596180217e-12,1
"ENSG00000148516.21",968827.630742969,0.245381194819185,0.123022890209908,0.0404118597450711,0.0777307466740616,1
"ENSG00000099377.13",65288.8329257584,-0.392639242504149,0.127771143055928,0.0014025762741458,0.00436236788243142,1
"ENSG00000178464.6",971468.244960325,-0.57441624684978,0.107730667791012,4.28807721332939e-08,3.83564512684969e-07,1
"ENSG00000277512.1",1303.87886335078,0.111515195628686,0.124832844882763,0.344145324751793,0.450334234353308,0
"ENSG00000251992.1",3664.31763928068,0.847059235870417,0.19579228968759,5.45678236185768e-06,3.22294332222989e-05,1
"ENSG00000198406.7",274375.486883349,-0.224359568265038,0.0640823186064085,0.000411269769924803,0.00149592306101676,0
"ENSG00000254341.2",3646.84332903012,0.369158123192783,0.132714633652726,0.00408303194280777,0.0110156443377508,1
"ENSG00000213260.3",6412.00273484687,-0.361576266914321,0.164263083993556,0.0202258866901135,0.0434514812777232,1
"ENSG00000203865.9",245647.139402869,-0.186885957153894,0.0913095559333812,0.0371923126639339,0.0726463659511563,0
"ENSG00000200278.1",4143.07389818471,-0.316416032778805,0.184490157920007,0.0643088749812161,0.114511810839205,1
"ENSG00000158560.14",107308.45450029,0.374363354485684,0.199736317266918,0.0442883357865353,0.083942148486649,1
"ENSG00000241478.1",2168.10895342836,0.954026303118646,0.355927811257234,0.00208626201483846,0.00614016186109472,1
"ENSG00000076604.14",397746.703533088,-0.519743309650334,0.135186362948569,5.96643851039209e-05,0.000272309469251502,1
"ENSG00000166143.9",483.65064170221,3.62816316293721,0.276298361296998,8.58765035540654e-40,5.92679184161513e-38,1
"ENSG00000130522.5",628227.563285689,0.167398607396413,0.0821845412262258,0.0392980297073007,0.0759638487738211,0
"ENSG00000254230.1",32048.9001715678,-0.0516852941967593,0.0698611733683101,0.443849947413848,0.548468605369003,0
"ENSG00000177432.6",165473.811575279,0.544389746903773,0.107589107117357,2.49074235598057e-07,1.93431085649586e-06,1
"ENSG00000090539.15",88299.9548597525,0.551244356745918,0.12256376355731,4.0074412245926e-06,2.42777093805855e-05,1
"ENSG00000117226.11",178683.053864439,-0.171827570508526,0.183585029612275,0.313632089282575,0.418305511784887,0
"ENSG00000263535.1",22902.3996548918,0.0263756950020421,0.140181997364233,0.845812714760198,0.889762133004103,0
"ENSG00000142748.12",5030.77430038821,1.42454127141045,0.275223008428002,5.08792455529899e-08,4.48357209543099e-07,1
"ENSG00000243538.1",1558.41872968021,0.0876202082431193,0.274110581326308,0.692476939554262,0.769350641060433,0
"ENSG00000188483.7",117905.554714744,-0.121918366890107,0.144461263890625,0.378013033796412,0.484055727798311,0
"ENSG00000084234.16",2655865.96520761,-0.134762240913338,0.0734423105312875,0.0635176602773691,0.113362321640148,0
"ENSG00000269095.1",12975.972376005,0.705161227780849,0.0835598782010704,6.10061319331566e-18,1.43117087886432e-16,1
"ENSG00000064547.13",57901.991956478,-0.194138316253643,0.153312073246016,0.182499035312121,0.270517174717983,0
"ENSG00000228113.7",3720.49291332443,1.58481182923906,0.161572322318653,2.31554084929401e-23,7.2680286351693e-22,1
"ENSG00000178404.9",140460.801517288,0.0883304210307393,0.0832019702938908,0.282573421971955,0.385068352579137,0
"ENSG00000204969.6",217245.473258361,0.230188444695846,0.110453142609378,0.0332163895296004,0.0659360963060974,0
"ENSG00000251400.1",22300.8349740367,0.292722289353732,0.163999326233455,0.0610864209937528,0.10979598191996,1
"ENSG00000119655.9",692685.575915744,-0.478761274427051,0.159158031820725,0.0014069206702393,0.00437166263058798,1
"ENSG00000123131.12",336053.806894883,-0.801511043292264,0.142789261879244,4.76784806706796e-09,4.95856198975068e-08,1
"ENSG00000231852.6",21957.9287084467,0.278388534818239,0.156824207210504,0.0635943346762359,0.113490190176601,1
"ENSG00000240674.1",5541.92544434191,-1.67865654847546,0.234861796194485,3.82843602932074e-14,6.84086653283535e-13,1
"ENSG00000107551.20",1013906.71861668,-0.0315090013129497,0.128291489243091,0.799331756624856,0.85381101304003,0
"ENSG00000134243.11",1293184.50827414,-0.186525662711005,0.0924037019954833,0.0397877786397901,0.0767199750805522,0
"ENSG00000233078.1",9956.67911253301,0.133731240780771,0.171469710825662,0.366339139257244,0.472214574079833,0
"ENSG00000269888.1",594730.731686266,-0.261521143693804,0.0911002095795104,0.00344751200706429,0.00950097093362156,1
"ENSG00000008323.15",3485.92635812905,3.6362779015951,0.240179476682825,4.53709547801944e-52,5.75242532291812e-50,1
"ENSG00000089639.10",111025.831844664,0.030866199249547,0.0849508197968077,0.71301360237654,0.785630845544076,0
"ENSG00000074800.13",4910371.41290956,-0.530621008450321,0.109973140219478,6.87636425749429e-07,4.94537248448474e-06,1
"ENSG00000101347.8",476104.252037697,-0.247688530674429,0.0945602671373324,0.00758231144342042,0.0187300355358047,1
"ENSG00000274642.1",13462.4864312727,0.169781531067053,0.129131668567203,0.154686297170015,0.236675278273417,0
"ENSG00000054690.13",426471.095126848,-0.0316771738022898,0.233281730652608,0.878175860681446,0.913555491097026,0
"ENSG00000163485.15",316526.797588067,-0.236903213674819,0.136925096320781,0.0712290566333382,0.124757264268621,1
"ENSG00000043039.6",3184.5228149343,1.90122353759135,0.253598830850572,1.41659554544439e-14,2.62692919224232e-13,1
"ENSG00000230330.1",80438.3040958801,-0.81660408559637,0.117620753526451,1.12011621547695e-10,1.44367691324293e-09,1
"ENSG00000250742.2",48580.3299583788,-0.57070008208716,0.158312547702468,0.000322913520469995,0.00121034916624595,1
"ENSG00000119333.11",228262.401986749,-0.382755799339063,0.107094617656645,0.00024069476630444,0.000936228797993555,1
"ENSG00000240776.1",1144.29581718612,0.1311438668378,0.312701007360193,0.162796569974863,0.246742309683863,0
"ENSG00000007038.10",1973.06635152084,3.57471977131424,0.359618492297282,1.06719431958586e-23,3.42108542676332e-22,1
"ENSG00000138771.14",88412.1770008838,0.326785151381979,0.180689869733467,0.0552562986533446,0.100802210654651,1
"ENSG00000248672.5",58829.9594902708,0.515072835679742,0.138725830819643,0.000125442419306917,0.000525034220867676,1
"ENSG00000244405.7",421215.674515173,-0.185100473168459,0.13513522617946,0.154151187688348,0.236019333106771,0
"ENSG00000278419.1",36713.1314139659,-0.0676663129289557,0.105800502315215,0.581179230485208,0.6752150771475,0
"ENSG00000154319.14",256448.25211136,0.159416304059251,0.170654561493945,0.324840780531978,0.430273901575635,0
"ENSG00000188338.14",204487.846266437,-0.324457993666544,0.134635692740882,0.0119602912996091,0.0276642260991676,1
"ENSG00000112796.9",93589.0914310876,0.0571744479859737,0.205081172080964,0.762965668722058,0.826585819774346,0
"ENSG00000202335.1",1230.31114109305,-0.158944916392696,0.145266707380773,0.252246795899663,0.352156136362199,0
"ENSG00000115935.17",323659.976812983,-0.0760756926293933,0.0932774356428709,0.406667663587399,0.512118510788484,0
"ENSG00000125848.9",53205.7865488539,0.552693265250817,0.156755295227996,0.000241007450609769,0.000937122009883057,1
"ENSG00000164106.7",616465.337994125,-0.485328318208525,0.138616882093233,0.00024834376035698,0.000961671582658944,1
"ENSG00000174233.11",265303.100096811,0.0954963503576898,0.0661099322947837,0.14552475973681,0.225187980273864,0
"ENSG00000088305.18",21489.149648366,1.04301574821784,0.13523582347504,3.68493701477938e-15,7.12000501280317e-14,1
"ENSG00000162729.13",348811.028749372,0.137619361817092,0.0897479442993361,0.119831160127332,0.191553223683838,0
"ENSG00000277998.1",126389.434845549,-0.0378327924344395,0.0894849922164628,0.667473152910746,0.749839918108901,0
"ENSG00000105352.10",3176.28132304071,1.50662207917492,0.243274526226923,1.31145603243722e-10,1.67688043852935e-09,1
"ENSG00000174004.5",34193.9340112063,0.61154900074873,0.128553172285661,1.03678121229023e-06,7.14881710936937e-06,1
"ENSG00000143367.15",33565.4428701057,0.104595296540856,0.137148325348549,0.0288553411614935,0.0586937665013596,0
"ENSG00000241741.1",213745.48850333,-0.867532437656882,0.142388286702754,2.26801225572928e-10,2.83570640372844e-09,1
"ENSG00000180543.4",71773.937884228,0.369515087307998,0.173272645068024,0.0245186236162976,0.0511590511993902,1
"ENSG00000165410.14",378567.008808115,-0.150346422534564,0.0759240016459409,0.0450248913147523,0.0852165168728053,0
"ENSG00000107954.10",46264.8573133214,0.982869667594528,0.217527106667601,1.89787451019099e-06,1.23789687705174e-05,1
"ENSG00000252558.1",887.606123974275,0.271869722574999,0.191539501190828,0.128709985074101,0.203355288655301,1
"ENSG00000170542.5",90317.1363051234,0.0510885599332466,0.117606346407206,0.656296892267494,0.74026617089734,0
"ENSG00000235750.9",161673.95843422,-0.357254804662365,0.177351126751915,0.0301189050552598,0.0607981618324778,1
"ENSG00000259970.1",11793.3228301257,0.169397867155428,0.140141001802147,0.192723249170622,0.282831206091988,0
"ENSG00000219773.1",4159.79114503383,0.0378866918396005,0.232248984813707,0.00261714805025624,0.00747170110033937,0
"ENSG00000144857.14",250235.520486159,0.215078931483964,0.112637901454086,0.0508462734575728,0.0941730569873207,0
"ENSG00000061676.14",1031920.55520591,0.010163500953805,0.0548418102097064,0.852387858861291,0.894771347447863,0
"ENSG00000090661.11",188914.892755948,-0.181365440586163,0.0783036265502333,0.0189434747594498,0.0410875865806115,0
"ENSG00000163879.10",245318.801859344,-0.441471623521117,0.139757462520145,0.000938297803238641,0.00307381402576421,1
"ENSG00000240758.2",35192.3890126761,-0.475573738887254,0.19716426397666,1.88845326257054e-08,1.79295806603668e-07,1
"ENSG00000255114.1",107024.199319612,-0.322356709845681,0.0880746865986813,0.000194347675791693,0.000773824690766923,1
"ENSG00000142634.12",309319.011759043,-0.138569665613234,0.0958489496386856,0.140545498192545,0.218867706542185,0
"ENSG00000188747.8",31830.9584725672,0.498154913820439,0.128301580110287,6.53014230706127e-05,0.000295179259017075,1
"ENSG00000179051.13",542560.421362522,-0.307734934459035,0.0812947139351032,0.000120824317816741,0.000507821901338283,1
"ENSG00000242071.3",1004180.47975632,-0.281747904680809,0.106751376479739,0.00675660197806512,0.0170049061493224,1
"ENSG00000160712.12",90567.148912039,0.0339372313410409,0.123106651816944,0.777000933931186,0.837129759724972,0
"ENSG00000129355.6",64394.2667311271,0.239980911218261,0.119687664881882,0.0397291225977316,0.076638196636631,1
"ENSG00000253736.1",17575.0568636703,-5.51350760984999,0.495846931425568,5.9139573747577e-34,3.14038094196545e-32,1
"ENSG00000105131.7",3570.31720888216,1.56479585509635,0.201343737806916,1.72401095286176e-15,3.42495415353733e-14,1
"ENSG00000276161.1",874.532370006869,0.398613927402977,0.167633136743063,0.0119707486765348,0.0276827396384913,1
"ENSG00000228594.3",36095.4899648519,0.253848160029321,0.167788181159531,0.111508869401913,0.180370711343347,1
"ENSG00000272053.1",655.971353074294,0.944051220399569,0.282155607159668,0.000270135200332476,0.00103451742764353,1
"ENSG00000277224.2",2099.08560921501,1.50574963067968,0.240773343022127,6.02371103389303e-06,3.51364979614624e-05,1
"ENSG00000101856.9",651517.710499963,-0.0662873596729287,0.07049192231027,0.34223731934429,0.448161298767665,0
"ENSG00000180581.7",179687.511008394,-0.184818802887856,0.0682208380328928,0.00622221201865163,0.0158258628239525,0
"ENSG00000150630.3",10964.556402477,0.557987406875921,0.175365994645185,0.000818496212118422,0.00272848190769403,1
"ENSG00000120279.6",38685.1624074322,0.306311457605466,0.127276292080654,0.0132546881630082,0.0302092307072075,1
"ENSG00000213190.3",579169.505876133,-0.0244577679928798,0.118488007997607,0.831239799939643,0.879237898623821,0
"ENSG00000090097.20",540329.035110964,-0.100216916426058,0.101310198137291,0.312181108146921,0.416980542652682,0
"ENSG00000117450.13",1248517.97180938,-0.56252009021211,0.109557293801589,1.28485647364962e-07,1.05711414135343e-06,1
"ENSG00000179292.4",108017.800846679,0.221933150284958,0.251294859264794,0.319990587299945,0.425071962692635,0
"ENSG00000264462.1",603.719882796432,1.34666460322523,0.340699587503163,1.71978395104492e-05,8.98844006650807e-05,1
"ENSG00000134323.10",78462.2625715265,-0.0585350365191518,0.192421580405764,0.742167354216163,0.809806742249691,0
"ENSG00000259479.6",40788.8630768888,-0.0462349227090733,0.10267440536248,0.645571447298601,0.731005912060355,0
"ENSG00000109743.10",21602.7338054101,0.120312213667901,0.141160255982079,0.377164003152751,0.483160425904029,0
"ENSG00000100311.16",127754.205843209,-0.174168472050955,0.113461528918201,0.114605286323341,0.184559162390834,0
"ENSG00000121413.12",476498.813707272,-0.189123384257921,0.0878866210938673,0.0286772697877035,0.0584021472898111,0
"ENSG00000115602.16",6939.97445977153,-0.0451510115783879,0.268171774562295,0.000103745858333764,0.000444698296462752,0
"ENSG00000171224.8",30387.0443138343,0.103322104510057,0.156270071046706,0.48951380696272,0.592382840663556,0
"ENSG00000087303.17",122087.782610429,0.351578240860777,0.152498788399952,0.0162921319029565,0.0360436067822685,1
"ENSG00000149809.14",157816.222594776,0.210654826567841,0.108561493214452,0.047562603460348,0.0891414619193277,0
"ENSG00000173114.12",266519.788818699,-0.139756633097474,0.12505130891462,0.247883912275974,0.347209789737101,0
"ENSG00000170915.8",468986.058572645,-0.143060320699749,0.149506916502156,0.315643235326762,0.420376498588837,0
"ENSG00000250786.1",21206.473200361,-0.602959038245337,0.205698558180517,0.00129620007955048,0.00407308811453913,1
"ENSG00000166106.3",79416.2575328618,0.12259130044877,0.190870602946241,0.492186500385779,0.594660578227221,0
"ENSG00000179899.8",210058.569846603,0.0919442429347084,0.103596870026856,0.36568412697659,0.471587340616538,0
"ENSG00000167460.14",1475684.02736086,-0.174181772643297,0.121986181696499,0.140427966296593,0.218729956752124,0
"ENSG00000238041.3",849.119204483202,0.972384133026346,0.28515109165169,0.786991972380378,0.844306656811198,1
"ENSG00000100906.10",499587.432667645,-0.307655431159822,0.118882460964668,0.539073184993751,0.637186593984129,1
"ENSG00000123159.15",407778.283188421,-0.211274783257086,0.0749469572801375,0.00430149334050921,0.0115251218934598,0
"ENSG00000261779.1",4333.89150155522,-0.00756442161285203,0.108875102106598,0.942009134790295,0.960174420780804,0
"ENSG00000125347.13",164884.386305587,-0.261407007359505,0.166094675378638,0.0938280993410297,0.156262456344798,1
"ENSG00000059728.10",159356.027296215,0.158958891954818,0.0874261492406823,0.0652903366444827,0.115948403949692,0
"ENSG00000128594.7",172809.5096681,0.330818470777422,0.146601137860606,0.0190655192806673,0.0413086251081126,1
"ENSG00000208797.1",1728.72674771762,0.00841725584210706,0.120791446358868,0.942030517230943,0.960174420780804,0
"ENSG00000139629.15",34433.142095163,0.506044771114273,0.173123110042283,0.00210819423459948,0.00619986024060999,1
"ENSG00000259172.1",93997.5695236435,-0.0294727253587132,0.209051093160443,0.876823727673098,0.912695811361398,0
"ENSG00000156510.12",26810.5001537683,0.769711789043621,0.177764180212809,6.02647888741772e-06,3.51435595687967e-05,1
"ENSG00000142549.9",105729.914605234,-0.20239312384908,0.190128444593351,0.248659902262751,0.348037501504947,0
"ENSG00000036672.15",130281.286311847,0.0299751217597961,0.125685834463955,0.806580719657366,0.85960422821378,0
"ENSG00000130226.16",682245.702672087,0.0243575042976239,0.126973270027446,0.843179685148891,0.88762380513295,0
"ENSG00000255197.5",13583.2348617955,-0.303356928051538,0.158335109747814,0.0429309995091344,0.0818092372643879,1
"ENSG00000162739.13",6307.74565925745,1.4895730423317,0.234934456256869,5.13287958423165e-11,6.83414905350678e-10,1
"ENSG00000259045.1",6946.75302172021,0.665092497253103,0.199545146152926,0.000399173066689531,0.00145651378642673,1
"ENSG00000253861.1",56585.8843837109,0.0911556602197389,0.136404077667732,0.489650222331941,0.592484382477467,0
"ENSG00000150760.12",348985.191014675,0.190371887502486,0.0989595997509053,0.0503292837542372,0.0934225428331654,0
"ENSG00000143036.16",49798.1066183183,-0.127655680806063,0.137811309456043,0.334961507994399,0.440961985207817,0
"ENSG00000242445.1",37807.6392496466,-0.35114593186347,0.114623685463654,0.00300296550381716,0.00842712328900094,1
"ENSG00000161016.16",3113205.88507537,-0.259719176540339,0.09507018454936,0.00530454926370779,0.0138013682019088,1
"ENSG00000057019.15",273171.587580149,-0.248666166539428,0.159984091350925,0.338583801807737,0.44458632653494,1
"ENSG00000283496.1",29904.6531101152,0.196196347965482,0.0726243557238135,0.00472470996889229,0.0125208142999015,0
"ENSG00000131171.12",736723.117735558,-0.163932311280663,0.0697174243224156,0.017521767122319,0.0383913825647084,0
"ENSG00000127083.7",8022.50778928346,1.11664696070638,0.262433423225078,5.51445661181779e-06,3.25020258071308e-05,1
"ENSG00000137265.14",6120.85278739635,2.31756295468718,0.203588050243863,4.49180473346667e-36,2.63987107356448e-34,1
"ENSG00000135097.6",167566.471893278,-0.397559028670679,0.103250474883644,7.85542315749816e-05,0.00034836154415095,1
"ENSG00000104324.15",132673.840195068,-0.409710732551285,0.149491916818418,0.00386306687495088,0.0104974946699448,1
"ENSG00000175161.13",576523.346323203,0.332890669559749,0.193349439656187,0.0656896429678376,0.11652915127324,1
"ENSG00000223668.1",5780.33937828948,0.29907029395797,0.198067426958533,0.321488708562088,0.426635139058521,1
"ENSG00000241399.6",204800.701096586,-0.296872862355703,0.123962406365481,0.0130829380285741,0.029887209781239,1
"ENSG00000004399.12",610608.923698125,-0.0291286368913915,0.119917225753128,0.80199645495562,0.856130551792178,0
"ENSG00000080986.12",53207.7493694539,-0.180606881848174,0.171593618160605,0.261561039996063,0.362519778335144,0
"ENSG00000137962.12",148074.260539946,0.266665340011143,0.130196946441772,0.0347882469902102,0.0686997863208841,1
"ENSG00000198853.11",290980.299917294,0.238756594560112,0.105760812688914,0.0213075307852036,0.0454199962944209,1
"ENSG00000213856.3",7992.44734376096,-0.334052393430277,0.204236607378616,4.8581092885455e-09,5.04545837201541e-08,1
"ENSG00000172594.12",51668.1954563404,0.059902343601403,0.10571701623121,0.563436270071906,0.658738524736196,0
"ENSG00000164116.16",91222.1510956517,0.583213352183411,0.168348605604102,0.000287072063929176,0.00109082147274702,1
"ENSG00000259952.1",115479.75859041,-0.0464845264436485,0.0885582088289385,0.593948977300917,0.686200497579967,0
"ENSG00000164181.13",48277.4324754705,0.0504990057303699,0.167070753737591,0.750551020868218,0.816407597293278,0
"ENSG00000187094.11",54490.8045005231,1.27895280596284,0.330206650730936,2.47931590923406e-05,0.00012400975496364,1
"ENSG00000238018.2",67391.3970617672,-0.0207883965149759,0.0855812224200976,0.805218023989239,0.858594867252026,0
"ENSG00000184343.10",206383.14992881,0.0144553368022257,0.12519805380445,0.905822336401263,0.933953907975503,0
"ENSG00000255737.2",178339.715524162,0.283628489417724,0.197310069014126,0.0746235037558764,0.129566335802633,1
"ENSG00000175183.9",435418.991629141,-0.64874811440453,0.154822608767231,9.77853946621135e-06,5.4168404190834e-05,1
"ENSG00000092969.11",375891.471339955,-0.177039436857178,0.224690690632657,0.377694110767703,0.483702229701822,0
"ENSG00000261266.2",7545.72922949384,-0.561120710758645,0.167231896838367,0.000449413053308844,0.0016188912668913,1
"ENSG00000066279.16",93170.3865031542,0.73400085671269,0.200466149258874,0.000105135831364581,0.000450143320477304,1
"ENSG00000058668.14",1000051.7464006,-0.139367074477888,0.100681636426557,0.157407437549959,0.240025070988343,0
"ENSG00000239672.7",508446.709562601,-0.502101144948479,0.121085764219858,1.76536076637794e-05,9.19470615638525e-05,1
"ENSG00000198189.10",172948.929470889,-0.155882456503301,0.0855270248543058,0.0642244681335136,0.114379560987779,0
"ENSG00000271853.5",160462.289126793,-0.597375437846155,0.140941306869964,9.13722080406632e-06,5.09283277614643e-05,1
"ENSG00000196843.15",169315.837665687,-0.323921498532178,0.122156391131973,0.00605161474736636,0.0154581597757288,1
"ENSG00000257524.5",275108.047592131,-0.119102315654704,0.113128273494276,0.279642909082997,0.382066907142818,0
"ENSG00000234213.1",2176.83437790006,0.278950132038122,0.322988439143699,0.291160422570017,0.394412269901569,1
"ENSG00000278603.1",5900.91537044054,0.0599909463593561,0.129419810876322,0.577523164637087,0.672178585844754,0
"ENSG00000167261.13",16783.4850674868,0.29727363361452,0.143504628611346,0.0316351195821209,0.0633882072919564,1
"ENSG00000205744.9",27853.2201840715,0.694537714943324,0.134484337814447,1.11528602275995e-07,9.30146894369789e-07,1
"ENSG00000140297.12",2006.75863215707,4.81703671700275,0.2718143313778,9.30779391905958e-70,2.50069396625401e-67,1
"ENSG00000134352.19",1206323.44715751,0.0462730134544282,0.0785982448666482,0.553011185021281,0.649721696416626,0
"ENSG00000137831.14",204227.484988893,0.369239918329978,0.120812145192501,0.00171336000520869,0.00517285733746485,1
"ENSG00000156508.17",12432330.3386897,-0.28228962966536,0.0887896179008368,0.00120830988134415,0.00383262647957482,1
"ENSG00000141506.13",77387.4647200283,0.105306948041991,0.146596229570678,0.455400755731154,0.559775830900909,0
"ENSG00000121691.4",271329.193281125,-0.24812131410567,0.0700515194177358,0.000341877311964852,0.00127213308762123,1
"ENSG00000230149.2",74721.1672873825,-0.137265617569762,0.0989161118942712,0.340843801493498,0.44672529833935,0
"ENSG00000096384.19",3811155.06021683,-0.111945880607231,0.0707565332969033,0.109954993410496,0.178330168256419,0
"ENSG00000148175.12",674856.898667463,-0.275246844438602,0.134262415572189,0.0327535761698225,0.0652066608151512,1
"ENSG00000207165.1",18101.0388656889,-0.192439413027349,0.10653270596618,0.0789119314117537,0.135531542473399,0
"ENSG00000278139.1",47766.5438376124,0.169841383663786,0.122932511769756,0.155882654112908,0.238166660213939,0
"ENSG00000132669.12",324019.011446298,0.0280045265088099,0.0998879361284806,0.775570293809605,0.836265325687526,0
"ENSG00000175356.12",154992.808109337,-0.243733215307563,0.197496312131862,0.446516752913004,0.551137064085576,1
"ENSG00000213977.7",280822.483117208,-0.330543960084867,0.102880467304773,0.000991867200593569,0.00323101313264949,1
"ENSG00000280496.1",906.129161165107,0.394258489312622,0.167088293571489,0.0125948585199862,0.0289274137063962,1
"ENSG00000198795.10",204714.337858891,-0.00685154718375179,0.109470273011194,0.948600935252764,0.964238622952184,0
"ENSG00000230916.2",8152.41838052553,0.214239253742292,0.184524725515333,0.198758107483526,0.290084263706152,0
"ENSG00000107186.16",440298.92369236,0.156680926191457,0.111323640122722,0.150499749415012,0.23143079482134,0
"ENSG00000168928.12",1395.85199876754,2.51731445765166,0.286279442519909,3.60569795509365e-19,9.11236186456366e-18,1
"ENSG00000156299.13",224423.068926536,0.215413695144843,0.0945556356011438,0.0206048856865551,0.044135446106129,0
"ENSG00000213178.3",438059.860862843,-0.0373918574852954,0.0745801048188414,0.612134807892979,0.702000017507432,0
"ENSG00000198719.8",249156.799200173,-0.145415189785705,0.208400826412877,0.442676348505805,0.547384791686977,0
"ENSG00000125931.10",74451.6937858585,-0.580500073229942,0.209198068520253,0.00218087195495074,0.00638568736357296,1
"ENSG00000275327.1",724.423969813862,0.498073300597573,0.370599505830374,0.0417694279494105,0.0798993431058057,1
"ENSG00000233380.1",1911.98845348526,0.397783292553785,0.324818963223958,0.0733704561597221,0.127843148132536,1
"ENSG00000128872.9",799958.84865475,0.303531715716867,0.139112738766273,0.0239318957329772,0.0500737087800695,1
"ENSG00000206680.1",438.813149015749,1.17916494100575,0.197544370780205,6.22840567437474e-10,7.31335375958841e-09,1
"ENSG00000166091.19",142080.59151367,0.281035016529514,0.177677887315913,0.0941382361036391,0.156605610525352,1
"ENSG00000248871.1",162269.767142699,-0.373224163372012,0.134726395167645,0.00384319594971422,0.0104485298389532,1
"ENSG00000162777.16",32073.3773009029,0.173447723302818,0.168447923103968,0.278383083507023,0.380806729820978,0
"ENSG00000112414.14",34230.0850871999,0.995623503602783,0.178732933889931,7.80163329310942e-09,7.79748716381282e-08,1
"ENSG00000240979.1",13995.1126269538,-0.304234106858028,0.120656475586291,0.01337273731947,0.0304444603879551,1
"ENSG00000183458.13",350165.007374658,0.0256498211803051,0.118805474207977,0.824216235807495,0.873482528724033,0
"ENSG00000172893.15",251922.061464743,-0.181270665495209,0.106372526595442,0.0808216230998143,0.138243321973367,0
"ENSG00000141639.11",474941.818502629,-0.357967526261978,0.148694503153129,0.0112327942105202,0.0262288359796193,1
"ENSG00000204789.4",34597.4671055738,0.715254296799747,0.15490452929151,1.72293119462332e-06,1.13583686929431e-05,1
"ENSG00000170454.5",6749.1021746431,1.50201383712214,0.417406852252403,8.40569670374002e-06,4.72830915279174e-05,1
"ENSG00000186185.13",77181.0223483975,-0.145549256360431,0.167349288600455,0.355618718646106,0.46182548293275,0
"ENSG00000144035.3",1761.87425070325,3.58698298097228,0.238691795414761,2.42912465743732e-51,2.96326947400245e-49,1
"ENSG00000077238.13",130663.033425898,0.044421955887093,0.14383170545548,0.748668815148628,0.81486648182795,0
"ENSG00000135114.12",38249.4558269316,-0.266767001655624,0.227547282404042,0.186528916212156,0.27526218407611,1
"ENSG00000177303.9",244400.694411313,0.118479050470932,0.0897028792008716,0.180395175208667,0.268139255358572,0
"ENSG00000171729.13",71238.2342343113,-0.352279943847268,0.110468855129112,0.00103299114242364,0.00334709893786314,1
"ENSG00000205579.3",4500.15695383246,-1.36560794565362,0.211209430352978,5.06731393134743e-12,7.54347894476576e-11,1
"ENSG00000270230.1",846.605642675812,-0.490516378513395,0.290609829692449,0.0418509015911548,0.08003484002281,1
"ENSG00000160888.6",353533.902522081,0.0922732548883414,0.124781298999762,0.447087745200808,0.551630650795027,0
"ENSG00000186652.9",2528.31007151948,2.29799180457372,0.264164395877252,7.77239765840117e-19,1.92332752582015e-17,1
"ENSG00000118200.14",543888.863059717,0.318341635440938,0.090661579213617,0.000367846146453705,0.00135712797664986,1
"ENSG00000183386.9",111902.7765841,-0.381131383396079,0.117060613396764,0.000771709784864987,0.00258973181038409,1
"ENSG00000280194.1",25707.4629426208,0.510012641290205,0.155476235348914,0.000633569729889634,0.00217863807163634,1
"ENSG00000230207.1",133386.533713131,-0.497276663674901,0.111968414114556,4.75164757317938e-06,2.84443454725497e-05,1
"ENSG00000242539.2",192806.992830195,-0.201975990589128,0.0853892446703395,0.0162632170394304,0.035990221822501,0
"ENSG00000152939.14",10380.7599088746,1.1354965498128,0.142889126172157,5.27408573208268e-16,1.09097678094997e-14,1
"ENSG00000176842.14",11470.0670870382,0.737263212134759,0.264644817987822,0.00212074728850813,0.00623190427175151,1
"ENSG00000105810.9",436217.347812501,-0.203265126822269,0.245242149636613,0.341687278993993,0.447544893345121,0
"ENSG00000174136.11",394319.491928946,0.157475739648512,0.136404699611906,0.232674739700533,0.329857624571998,0
"ENSG00000226015.2",9523.42155155993,0.939125684229603,0.14423092412011,0.0815762561905742,0.139249145277126,1
