"baseMean","log2FoldChange","lfcSE","pvalue","padj","overFC"
"ENSG00000147676.13",28744.0577091353,1.96492280380539,0.345951284580736,2.89129098222882e-09,3.10274155430052e-08,1
"ENSG00000089356.17",6583.63820823265,1.44391707843253,0.210560353897254,1.60271428371055e-12,2.5048515204141e-11,1
"ENSG00000268191.1",329968.310965673,0.0314880898649847,0.223692259753499,0.877281078040817,0.913000621041422,0
"ENSG00000101443.17",8515.4029820757,0.369051732965306,0.192115403625886,0.0402711302395186,0.0775113377236726,1
"ENSG00000130600.16",291352.469227592,-0.775073525476068,0.405358232391234,1.63642853063929e-06,1.08365372885762e-05,1
"ENSG00000142173.14",1308540.19723275,-0.133102793114294,0.24742178996515,0.537171414274705,0.63553784940244,0
"ENSG00000145423.4",264320.400062505,0.247429978796939,0.291782803497284,0.31831580830299,0.423245811688086,1
"ENSG00000268203.1",168654.208958394,0.0883965218998983,0.22380840437171,0.663810640534268,0.746617420163337,0
"ENSG00000211651.3",5440.49210048109,0.149901740135937,0.353303048098691,0.569469441246654,0.664243660846314,0
"ENSG00000101335.9",247174.447495883,-0.123602142634044,0.18247037420609,0.466564763130152,0.570492849176787,0
"ENSG00000213315.5",5314.17323637779,-0.457562711893391,0.26268863289274,1.28567761364158e-08,1.24582105558881e-07,1
"ENSG00000278771.1",9733.07404794685,-0.734956033964258,0.233985752267053,5.50558493735188e-07,4.02364121975898e-06,1
"ENSG00000211648.2",5039.40933993463,0.0292478927492514,0.330857081780255,0.348820605737881,0.455144740419316,0
"ENSG00000109472.13",3944827.72635399,0.175604261725073,0.152197103185336,0.229150171152081,0.325843429056781,0
"ENSG00000163017.13",41970.4845603063,-0.0421848992345582,0.234949063232657,0.293276885939215,0.396636469220123,0
"ENSG00000225616.2",2702.7347534349,-0.734233989161917,0.278404966654274,0.00236820512169356,0.0068518327346015,1
"ENSG00000100234.11",1733401.80678136,-0.227766318326004,0.124976982244437,0.0592711610512841,0.107061914727499,0
"ENSG00000159189.11",1211514.65358304,-0.710651159399683,0.182873784967902,2.95937853152687e-05,0.0001455694304697,1
"ENSG00000278791.1",65012.9856990733,-3.847464611017,0.298610419264642,2.18631755790098e-39,1.49065905277067e-37,1
"ENSG00000196136.16",3912091.88678314,-1.23004855003507,0.277905219921001,7.91797980270135e-07,5.61221633754284e-06,1
"ENSG00000123560.13",9158432.65878345,-0.189239270239891,0.243738514353612,0.374035285530987,0.47991519266947,0
"ENSG00000167644.11",1053.78071097702,2.85848853560796,0.285810450687583,4.19528024452981e-24,1.37614948486263e-22,1
"ENSG00000019582.14",6439206.21902195,-0.589975887843453,0.199365684205948,0.00120101114886737,0.00381537438170592,1
"ENSG00000267815.1",23088.5903696639,0.0222744596044738,0.159354480331856,0.795508544711334,0.85104837022187,0
"ENSG00000160862.12",89511.2504421778,-0.267718566767089,0.241369935328472,0.204345294881192,0.296939691410798,1
"ENSG00000263873.1",313935.549073709,0.108873427263338,0.128890690827851,0.384171361495117,0.490217080528204,0
"ENSG00000170323.8",5228.712506903,0.834457318314443,0.264017097343437,0.000549201285140746,0.0019239861332355,1
"ENSG00000196126.10",1450071.77695916,-0.51836275959299,0.201841957530864,0.00476003508227421,0.0125981554751688,1
"ENSG00000143320.8",33841.9486085195,0.554685817759989,0.191392903594804,0.385166565942085,0.491098251987626,1
"ENSG00000266844.1",2270760.80099069,-0.0714349211539378,0.306215558114194,0.770614528079922,0.83213499921193,0
"ENSG00000236824.2",237672.947770471,0.104351547635878,0.260445888441632,0.136645687091843,0.213783006328507,0
"ENSG00000118523.5",586785.622557856,-0.112742280813552,0.244956611103432,0.598653493409713,0.690645743751682,0
"ENSG00000117472.9",5623.90789251546,1.56990243625376,0.15384921115092,4.27915222784683e-25,1.4834394389869e-23,1
"ENSG00000173372.16",885912.616759231,-0.613957341955003,0.19214471363272,0.000514385330739853,0.00182010789340499,1
"ENSG00000240583.10",3531815.05727177,-0.927598023032656,0.264415726423429,6.97101652213735e-05,0.000313078409694718,1
"ENSG00000173369.15",1400534.81889282,-0.763213134725306,0.195882471823726,2.44391649514963e-05,0.00012251067850408,1
"ENSG00000141753.6",477007.77618278,0.106703227533894,0.238246207999842,0.617618561350362,0.707067198932428,0
"ENSG00000018625.14",3012979.52253898,-0.031323312078272,0.195796194844401,0.86192573490332,0.901662814327734,0
"ENSG00000152661.7",2106281.51637592,-0.271350250129799,0.171235794223088,0.090084510387686,0.151300679499092,1
"ENSG00000104879.4",3229.5063483895,1.65544032027409,0.232856683587814,2.30490750600676e-19,5.87764436108028e-18,1
"ENSG00000259001.3",34365.7147420107,0.132357451384468,0.22787804682761,0.0828277566320014,0.141065339345786,0
"ENSG00000163993.6",2625.91039978428,1.35996181372324,0.26247472986004,5.07760092611082e-08,4.47972234951012e-07,1
"ENSG00000096696.13",34767.7028871142,2.08777740825213,0.16571378671047,4.85363781673882e-37,2.96847962732145e-35,1
"ENSG00000222328.1",7782.77252190727,-1.05385827072387,0.347569109318342,8.28320334174245e-06,4.66871461080029e-05,1
"ENSG00000011465.16",747908.336749515,-0.0737091513695932,0.203324692131093,0.692141749510138,0.769167569575772,0
"ENSG00000142871.16",562848.267532814,-0.0409004004177692,0.206790830679459,0.828201143140083,0.876598977506115,0
"ENSG00000143632.14",5763.31854533985,1.0421646559958,0.213702188778492,3.10862336124472e-07,2.3789559856416e-06,1
"ENSG00000241547.1",3645.75327422842,-0.763025220979582,0.207532863552536,6.27604458495699e-05,0.000284699043604642,1
"ENSG00000125730.16",3984199.19812975,-0.388777587391419,0.192930803933747,0.0278490925510528,0.056960152319391,1
"ENSG00000211644.2",6800.04981675786,-0.0319652177325246,0.258686736353793,0.22218252788643,0.317959117903674,0
"ENSG00000120885.20",31423377.1297919,-0.605402198166231,0.165557732750782,9.91067236862967e-05,0.00042724747662891,1
"ENSG00000176153.11",1132.40946668254,3.49569333289279,0.210873588523598,4.46700471788304e-62,8.92135951090127e-60,1
"ENSG00000197766.7",37264.1343436846,-0.343347014627596,0.194684667440638,0.0540192147260602,0.0989833792364418,1
"ENSG00000276168.1",489781.154895778,0.0341979505100297,0.26793381647767,0.194060300219664,0.284258646876977,0
"ENSG00000283029.1",489781.882640323,0.0341942614711248,0.267933772639873,0.194061191617936,0.284258646876977,0
"ENSG00000148671.13",58387.0320981906,0.0861632606758079,0.186375323781652,0.622045229838116,0.71098084309884,0
"ENSG00000162366.7",6087.36299122431,0.306232455895073,0.285832831394018,0.202441103139052,0.294621191438842,1
"ENSG00000087245.12",478677.388368522,-0.132387030712568,0.226035877082077,0.512020676563093,0.612654823640098,0
"ENSG00000159166.13",3311.47723202659,5.42673990413619,0.306788216833668,4.24659423149944e-69,1.11438533274976e-66,1
"ENSG00000259020.3",1149.65248582615,0.163447039163202,0.284997314199376,0.0362474873276665,0.0711171919033258,0
"ENSG00000265735.2",81585.7992774623,-0.0582180108906744,0.187730176804685,0.0155250859052145,0.0345873779574414,0
"ENSG00000130300.8",156522.679949742,-0.149298466049184,0.187504363609153,0.390186578030323,0.496041611817729,0
"ENSG00000129538.13",563409.491372542,-0.391737801674203,0.261424935882528,0.0787473953151747,0.1353416508623,1
"ENSG00000248626.1",6601.04763388532,-1.05614084089664,0.341423827734744,0.000207308701906392,0.000818356268081764,1
"ENSG00000196754.10",11360.6005592619,0.103391204467437,0.171770745602485,0.525208474502664,0.624691939104886,0
"ENSG00000133169.5",464334.687358859,0.209898458216128,0.158379145132144,0.165683804904229,0.250483245587189,0
"ENSG00000154277.12",1093769.42908217,-0.13673395338482,0.140040926139251,0.309087619306984,0.413582911924584,0
"ENSG00000276919.1",16081.7227985382,0.0424138353851791,0.211918752250106,0.789723173486003,0.846311438303439,0
"ENSG00000166482.11",184303.848985877,-0.0723139870983774,0.19351303036007,3.42275897362535e-09,3.63847501256603e-08,0
"ENSG00000107796.13",426714.180422673,-0.0824282281735189,0.262628284324118,0.713980894261135,0.786351121062188,0
"ENSG00000211943.2",3302.06519842816,0.190146356677272,0.358084263094063,0.471596546383074,0.57520352692932,0
"ENSG00000160307.9",2013832.54044153,-0.794711106853611,0.183334750743447,3.42147145774794e-06,2.10454532184398e-05,1
"ENSG00000149591.16",715454.366283198,-0.228454577864553,0.252625873568431,0.294850092046113,0.398021006499212,0
"ENSG00000130176.7",20657.3181487269,0.379295147913098,0.211248730133363,0.0520005808983459,0.0958938641701152,1
"ENSG00000273413.1",26953.3108087842,0.111427720497351,0.184790449964554,0.52075478008872,0.620408270973037,0
"ENSG00000198502.5",604345.980930873,-0.361855058955,0.206687023602562,0.0529961354433803,0.0974431142810988,1
"ENSG00000263740.2",160126.780854909,0.0425639878421308,0.210913329426739,0.102190073540421,0.167737695807712,0
"ENSG00000112936.18",65287.2751415028,0.135813592471514,0.243220271510826,0.531588978787973,0.630652372038426,0
"ENSG00000181885.18",8095.7640151651,1.44129490389292,0.146770284876124,4.47784612640496e-08,3.99115447791103e-07,1
"ENSG00000258663.1",25336.7675419484,-0.346515125430972,0.221958930617389,0.0854048301151896,0.144570672520222,1
"ENSG00000228205.1",10977.9654155614,-1.08022872208753,0.286190438148653,1.73505977063765e-05,9.05360205867065e-05,1
"ENSG00000112378.11",42460.8752707666,0.266982746982505,0.18000263680601,0.115864948265288,0.186202389265186,1
"ENSG00000240376.1",34015.2284455639,-2.07105116753682,0.346173915064471,5.84369226904667e-11,7.73038963234732e-10,1
"ENSG00000130208.9",602559.819631823,-0.657665307967995,0.190171687315294,0.000179255757140644,0.000720362570783885,1
"ENSG00000142156.14",2009267.34977717,-0.209105778216272,0.292421548217885,0.382090516060335,0.488224366801587,0
"ENSG00000133110.14",754147.974472575,0.0233119702017867,0.369057641247679,0.93114719731587,0.952417057153035,0
"ENSG00000105894.11",2685239.03831843,-0.23352351922546,0.142267900619889,0.0859113864275613,0.1453191552164,0
"ENSG00000263934.4",24344.9147632564,-0.568417852907898,0.240453130634024,0.00815232908227041,0.0199049835257685,1
"ENSG00000113140.10",15937463.3419196,-0.32688531579297,0.137565504854195,0.0130239530611755,0.0297705431666777,1
"ENSG00000274012.1",761390.738578712,0.0577287295044708,0.214230867990433,0.114717851948922,0.184700897680193,0
"ENSG00000135744.7",1987139.59567378,-0.405813606807269,0.181704678096632,0.0157834688210553,0.0350729937331209,1
"ENSG00000237214.3",19516.6325701902,-3.10448805535014,0.327429695939585,3.05086377540029e-23,9.49681292182534e-22,1
"ENSG00000263065.1",2185.33374986472,1.15496362830169,0.24062804587362,4.12222613042588e-07,3.08558538346439e-06,1
"ENSG00000213886.3",42118.6979657972,0.0164017206792779,0.22909783149669,0.937298755774387,0.956844362433454,0
"ENSG00000166741.7",332968.880992382,-0.466246331111406,0.310618324704333,0.0614626864925386,0.110330816378204,1
"ENSG00000106366.8",845883.962451915,-0.429933740944058,0.274026547162372,0.0617907752795326,0.110814861451724,1
"ENSG00000200488.1",6387.70208701946,-0.346200905539321,0.237270110422053,0.290803412111447,0.39398573464242,1
"ENSG00000011600.11",330218.02825072,-0.679837388325879,0.181774459085185,5.78653123470567e-05,0.000265265969743728,1
"ENSG00000169429.10",198576.459904722,1.12167634798411,0.345187571172197,0.423637492439795,0.528709336359083,1
"ENSG00000163221.8",2953.05943150269,0.804299968805556,0.35227061917949,0.00753370810019339,0.0186201647579854,1
"ENSG00000198125.12",4964.0909708293,1.38319836513127,0.247746752188754,5.43528181250003e-09,5.5781464276717e-08,1
"ENSG00000188643.10",662248.858604726,-0.651171743981639,0.172623450035624,5.53700142926812e-05,0.000254914419126322,1
"ENSG00000213169.3",2144.94434094029,0.222574911523236,0.255088390126083,0.31394201834621,0.418638824748125,0
"ENSG00000134871.17",1869735.7093604,-0.0154765051614963,0.200786884241187,0.932493690857406,0.9534054100154,0
"ENSG00000173641.17",23657.4115765128,-0.191125739402216,0.203931630891142,0.303976682164143,0.407832219432874,0
"ENSG00000166145.14",14770.8237434186,1.35111339794847,0.171732226198791,0.000159939522008167,0.000651654654753623,1
"ENSG00000143196.4",2826.52331772134,3.90136585546628,0.344604949904638,4.85103019861882e-15,9.30935795258754e-14,1
"ENSG00000229807.10",1131778.82648655,0.0778287470261205,0.281129368493064,0.745443702774999,0.81250525071246,0
"ENSG00000221857.7",80695.84353274,0.175307171388209,0.194031207646226,0.33316469506578,0.439288434111038,0
"ENSG00000234782.3",17681.7222075034,-2.16967013975616,0.300942671753329,1.42495301853967e-14,2.64025777688041e-13,1
"ENSG00000240040.6",2973.16935048075,-0.00553877205967159,0.333363223088044,0.550552712448803,0.647668557889105,0
"ENSG00000258444.1",3507.13455652514,0.847312822383462,0.210162930344032,1.9743220047557e-05,0.000101241760970976,1
"ENSG00000257671.1",2190.42961552053,3.53399047251286,0.341370871800465,0.125914255056388,0.199566887289315,1
"ENSG00000187498.14",2049881.5235809,0.0614287386761784,0.210836605133469,0.751735592255242,0.817244031312506,0
"ENSG00000275688.4",3204.17542957992,0.89694530077295,0.262776993466954,0.000207844121824454,0.000820182923821345,1
"ENSG00000232368.1",5099.64617613025,-1.68300859404347,0.381991041104558,4.02519360099884e-07,3.0209700428115e-06,1
"ENSG00000182326.14",769070.265296003,-0.33746350311749,0.196085115013019,0.0597207785533627,0.107736093556538,1
"ENSG00000241255.1",2006.02964473752,0.185898950553039,0.223129198990159,0.145542001075619,0.225187980273864,0
"ENSG00000106538.9",146215.453680578,-0.441787549429158,0.260628156500312,0.047236955518158,0.0886424698702587,1
"ENSG00000279346.1",5185.66086037784,-2.45520817848236,0.346972228745637,1.15979891649795e-05,6.30555093893658e-05,1
"ENSG00000244073.1",2164.73691727148,0.589014124140229,0.26843160405947,0.885657341436328,0.919225005074482,1
"ENSG00000213363.4",818.519078003364,1.08662971468899,0.342348766929721,0.188096805942965,0.27715909614265,1
"ENSG00000149131.15",792357.862017822,-0.2281352215347,0.195176418214172,0.202523254508576,0.29472174411591,0
"ENSG00000166033.11",1712936.50728977,-0.259110922455877,0.119948631088822,0.025657952515147,0.0531915892587493,1
"ENSG00000226243.1",1909.16926532333,-0.531221752758436,0.373570608233006,1.95945237688756e-05,0.000100662238200771,1
"ENSG00000109610.5",64871.9833223099,0.125364174170162,0.185136372178355,0.470661294014545,0.574260339287464,0
"ENSG00000202538.1",4385.00823193562,-1.56064315553869,0.417135668116443,2.91702073312867e-08,2.67824751445272e-07,1
"ENSG00000267748.4",15666.7744102771,1.10013312177428,0.139088133293797,0.0010455771786013,0.00338108407603869,1
"ENSG00000152137.6",652408.811653729,-0.222139369861867,0.194005529665005,0.654803703860811,0.739102230105571,0
"ENSG00000196616.12",5127.77189611196,1.94185811431201,0.300835569741308,8.02544321276666e-14,1.3975169940256e-12,1
"ENSG00000206596.1",4705.58549685124,-1.81217463090236,0.335482026467639,2.80343693780278e-09,3.01850977158078e-08,1
"ENSG00000163435.15",10275.7225111933,2.26227573110344,0.211715808219601,2.93607305298373e-27,1.14440926873466e-25,1
"ENSG00000132639.12",787055.419844858,1.00451195594135,0.348119390743459,0.00106713491060924,0.00344241004325749,1
"ENSG00000149418.10",70640.7164911815,0.264450657182859,0.186693558466562,0.131430053818162,0.2068852238661,1
"ENSG00000163347.5",16634.9829925924,0.616169890488615,0.18756744765387,0.000515812724538541,0.00182458645256831,1
"ENSG00000004799.7",301792.961253905,-0.0330628536184283,0.189152798253629,0.850483766031145,0.893437491588273,0
"ENSG00000105974.11",399577.017809424,-0.587771953307971,0.256422616916125,0.0079857426845054,0.0195681043326729,1
"ENSG00000168309.16",3072582.36952153,-0.112664058894677,0.174659953259428,0.491316435100715,0.593990963055282,0
"ENSG00000185499.16",63710.9241215985,0.321661055098333,0.150633836978285,0.283236546420786,0.385692534823164,1
